strain,T-45,T-20,T0,T23,T27,T30,T60,T70,T80,T100
0.448,0,2685.223754,1072.423754,938.0237535,893.2237535,848.4237535,669.2237535,557.2237535,445.2237535,221.2237535
0.449,0,2692.12307,1075.72307,941.0230696,896.1230696,851.2230696,671.6230696,559.3730696,447.1230696,222.6230696
0.45,0,2699.692345,1079.692345,944.692345,899.692345,854.692345,674.692345,562.192345,449.692345,224.692345
0.451,0,2707.984514,1084.384514,949.0845138,903.9845138,858.8845138,678.4845138,565.7345138,452.9845138,227.4845138
0.452,0,2710.365361,1083.165361,947.5653612,902.3653612,857.1653612,676.3653612,563.3653612,450.3653612,224.3653612
0.453,0,2717.471583,1086.671583,950.7715829,905.4715829,860.1715829,678.9715829,565.7215829,452.4715829,225.9715829
0.454,0,2725.560761,1091.160761,954.9607611,909.5607611,864.1607611,682.5607611,569.0607611,455.5607611,228.5607611
0.455,0,2730.353061,1092.353061,955.8530613,910.3530613,864.8530613,682.8530613,569.1030613,455.3530613,227.8530613
0.456,0,2733.429556,1091.829556,955.0295563,909.4295563,863.8295563,681.4295563,567.4295563,453.4295563,225.4295563
0.457,0,2742.400967,1097.200967,960.1009666,914.4009666,868.7009666,685.9009666,571.6509666,457.4009666,228.9009666
0.458,0,2747.722801,1098.922801,961.5228013,915.7228013,869.9228013,686.7228013,572.2228013,457.7228013,228.7228013
0.459,0,2752.366188,1099.966188,962.266188,916.366188,870.466188,686.866188,572.116188,457.366188,227.866188
0.46,0,2757.541899,1101.541899,963.5418986,917.5418986,871.5418986,687.5418986,572.5418986,457.5418986,227.5418986
0.461,0,2764.967253,1105.367253,967.0672528,920.9672528,874.8672528,690.4672528,575.2172528,459.9672528,229.4672528
0.462,0,2773.307737,1110.107737,971.5077367,925.3077367,879.1077367,694.3077367,578.8077367,463.3077367,232.3077367
0.463,0,2776.154992,1109.354992,970.454992,924.154992,877.854992,692.654992,576.904992,461.154992,229.654992
0.464,0,2782.752816,1112.352816,973.1528163,926.7528163,880.3528163,694.7528163,578.7528163,462.7528163,230.7528163
0.465,0,2789.113997,1115.113997,975.6139971,929.1139971,882.6139971,696.6139971,580.3639971,464.1139971,231.6139971
0.466,0,2796.515155,1118.915155,979.1151553,932.5151553,885.9151553,699.5151553,583.0151553,466.5151553,233.5151553
0.467,0,2802.025801,1120.825801,980.7258008,934.0258008,887.3258008,700.5258008,583.7758008,467.0258008,233.5258008
0.468,0,2805.67272,1120.87272,980.4727202,933.6727202,886.8727202,699.6727202,582.6727202,465.6727202,231.6727202
0.469,0,2810.874961,1122.474961,981.7749608,934.8749608,887.9749608,700.3749608,583.1249608,465.8749608,231.3749608
0.47,0,2822.18361,1130.18361,989.1836095,942.1836095,895.1836095,707.1836095,589.6836095,472.1836095,237.1836095
0.471,0,2826.850835,1131.250835,989.9508351,942.8508351,895.7508351,707.3508351,589.6008351,471.8508351,236.3508351
0.472,0,2830.555782,1131.355782,989.7557823,942.5557823,895.3557823,706.5557823,588.5557823,470.5557823,234.5557823
0.473,0,2836.79762,1133.99762,992.0976204,944.7976204,897.4976204,708.2976204,590.0476204,471.7976204,235.2976204
0.474,0,2846.830713,1140.430713,998.2307128,950.8307128,903.4307128,713.8307128,595.3307128,476.8307128,239.8307128
0.475,0,2850.655344,1140.655344,998.1553438,950.6553438,903.1553438,713.1553438,594.4053438,475.6553438,238.1553438
0.476,0,2859.360678,1145.760678,1002.960678,955.3606779,907.7606779,717.3606779,598.3606779,479.3606779,241.3606779
0.477,0,2861.687945,1144.487945,1001.387945,953.6879447,905.9879447,715.1879447,595.9379447,476.6879447,238.1879447
0.478,0,2867.497098,1146.697098,1003.297098,955.497098,907.697098,716.497098,596.997098,477.497098,238.497098
0.479,0,2875.97681,1151.57681,1007.87681,959.9768097,912.0768097,720.4768097,600.7268097,480.9768097,241.4768097
0.48,0,2880.585191,1152.585191,1008.585191,960.5851914,912.5851914,720.5851914,600.5851914,480.5851914,240.5851914
0.481,0,2887.067591,1155.467591,1011.167591,963.0675915,914.9675915,722.5675915,602.3175915,482.0675915,241.5675915
0.482,0,2889.978918,1154.778918,1010.178918,961.9789179,913.7789179,720.9789179,600.4789179,479.9789179,238.9789179
0.483,0,2898.472482,1159.672482,1014.772482,966.4724817,918.1724817,724.9724817,604.2224817,483.4724817,241.9724817
0.484,0,2903.73046,1161.33046,1016.13046,967.7304597,919.3304597,725.7304597,604.7304597,483.7304597,241.7304597
0.485,0,2907.113252,1161.113252,1015.613252,967.1132516,918.6132516,724.6132516,603.3632516,482.1132516,239.6132516
0.486,0,2913.665697,1164.065697,1018.265697,969.6656974,921.0656974,726.6656974,605.1656974,483.6656974,240.6656974
0.487,0,2923.062485,1169.862485,1023.762485,975.062485,926.362485,731.562485,609.812485,488.062485,244.562485
0.488,0,2927.213967,1170.413967,1024.013967,975.2139675,926.4139675,731.2139675,609.2139675,487.2139675,243.2139675
0.489,0,2933.46934,1173.06934,1026.36934,977.4693403,928.5693403,732.9693403,610.7193403,488.4693403,243.9693403
0.49,0,2938.307017,1174.307017,1027.307017,978.3070166,929.3070166,733.3070166,610.8070166,488.3070166,243.3070166
0.491,0,2945.052281,1177.452281,1030.152281,981.0522808,931.9522808,735.5522808,612.8022808,490.0522808,244.5522808
0.492,0,2950.250278,1179.050278,1031.450278,982.250278,933.050278,736.250278,613.250278,490.250278,244.250278
0.493,0,2958.423749,1183.623749,1035.723749,986.4237488,937.1237488,739.9237488,616.6737488,493.4237488,246.9237488
0.494,0,2966.039973,1187.639973,1039.439973,990.0399732,940.6399732,743.0399732,619.5399732,496.0399732,249.0399732
0.495,0,2968.825188,1186.825188,1038.325188,988.8251884,939.3251884,741.3251884,617.5751884,493.8251884,246.3251884
0.496,0,2977.088515,1191.488515,1042.688515,993.0885153,943.4885153,745.0885153,621.0885153,497.0885153,249.0885153
0.497,0,2979.890803,1190.690803,1041.590803,991.8908032,942.1908032,743.3908032,619.1408032,494.8908032,246.3908032
0.498,0,2989.061178,1196.261178,1046.861178,997.0611778,947.2611778,748.0611778,623.5611778,499.0611778,250.0611778
0.499,0,2993.340289,1196.940289,1047.240289,997.3402886,947.4402886,747.8402886,623.0902886,498.3402886,248.8402886
0.5,0,0,1200.587735,1050.587735,1000.587735,950.5877348,750.5877348,625.5877348,500.5877348,250.5877348
0.501,0,0,1204.022115,1053.722115,1003.622115,953.5221151,753.1221151,627.8721151,502.6221151,252.1221151
0.502,0,0,1202.218629,1051.618629,1001.418629,951.2186286,750.4186286,624.9186286,499.4186286,248.4186286
0.503,0,0,1208.288709,1057.388709,1007.088709,956.7887089,755.5887089,629.8387089,504.0887089,252.5887089
0.504,0,0,1205.730593,1054.530593,1004.130593,953.7305929,752.1305929,626.1305929,500.1305929,248.1305929
0.505,0,0,1213.065792,1061.565792,1011.065792,960.5657921,758.5657921,632.3157921,506.0657921,253.5657921
0.506,0,0,1213.915214,1062.115214,1011.515214,960.9152138,758.5152138,632.0152138,505.5152138,252.5152138
0.507,0,0,1214.313953,1062.213953,1011.513953,960.8139528,758.0139528,631.2639528,504.5139528,251.0139528
0.508,0,0,1220.021824,1067.621824,1016.821824,966.0218236,762.8218236,635.8218236,508.8218236,254.8218236
0.509,0,0,1221.338285,1068.638285,1017.738285,966.838285,763.238285,635.988285,508.738285,254.238285
0.51,0,0,1222.945316,1069.945316,1018.945316,967.9453158,763.9453158,636.4453158,508.9453158,253.9453158
0.511,0,0,1226.287602,1072.987602,1021.887602,970.7876017,766.3876017,638.6376017,510.8876017,255.3876017
0.512,0,0,1229.332233,1075.732233,1024.532233,973.3322326,768.5322326,640.5322326,512.5322326,256.5322326
0.513,0,0,1228.654814,1074.754814,1023.454814,972.1548139,766.9548139,638.7048139,510.4548139,253.9548139
0.514,0,0,1231.026594,1076.826594,1025.426594,974.0265938,768.4265938,639.9265938,511.4265938,254.4265938
0.515,0,0,1233.241713,1078.741713,1027.241713,975.7417132,769.7417132,640.9917132,512.2417132,254.7417132
0.516,0,0,1240.574888,1085.774888,1034.174888,982.5748875,776.1748875,647.1748875,518.1748875,260.1748875
0.517,0,0,1240.542617,1085.442617,1033.742617,982.0426166,775.2426166,645.9926166,516.7426166,258.2426166
0.518,0,0,1243.651746,1088.251746,1036.451746,984.651746,777.451746,647.951746,518.451746,259.451746
0.519,0,0,1245.363005,1089.663005,1037.763005,985.8630055,778.2630055,648.5130055,518.7630055,259.2630055
0.52,0,0,1249.207598,1093.207598,1041.207598,989.2075979,781.2075979,651.2075979,521.2075979,261.2075979
0.521,0,0,1250.384725,1094.084725,1041.984725,989.8847253,781.4847253,651.2347253,520.9847253,260.4847253
0.522,0,0,1252.63667,1096.03667,1043.83667,991.6366699,782.8366699,652.3366699,521.8366699,260.8366699
0.523,0,0,1255.839127,1098.939127,1046.639127,994.3391268,785.1391268,654.3891268,523.6391268,262.1391268
0.524,0,0,1255.772268,1098.572268,1046.172268,993.7722684,784.1722684,653.1722684,522.1722684,260.1722684
0.525,0,0,1259.22031,1101.72031,1049.22031,996.7203105,786.7203105,655.4703105,524.2203105,261.7203105
0.526,0,0,1261.136731,1103.336731,1050.736731,998.1367307,787.7367307,656.2367307,524.7367307,261.7367307
0.527,0,0,1266.921935,1108.821935,1056.121935,1003.421935,792.621935,660.871935,529.121935,265.621935
0.528,0,0,1266.48049,1108.08049,1055.28049,1002.48049,791.2804898,659.2804898,527.2804898,263.2804898
0.529,0,0,1270.825994,1112.125994,1059.225994,1006.325994,794.7259944,662.4759944,530.2259944,265.7259944
0.53,0,0,1273.160991,1114.160991,1061.160991,1008.160991,796.1609905,663.6609905,531.1609905,266.1609905
0.531,0,0,1275.256033,1115.956033,1062.856033,1009.756033,797.3560329,664.6060329,531.8560329,266.3560329
0.532,0,0,1275.254889,1115.654889,1062.454889,1009.254889,796.4548893,663.4548893,530.4548893,264.4548893
0.533,0,0,1279.175781,1119.275781,1065.975781,1012.675781,799.475781,666.225781,532.975781,266.475781
0.534,0,0,1282.586508,1122.386508,1068.986508,1015.586508,801.9865083,668.4865083,534.9865083,267.9865083
0.535,0,0,1284.051468,1123.551468,1070.051468,1016.551468,802.5514685,668.8014685,535.0514685,267.5514685
0.536,0,0,1286.863341,1126.063341,1072.463341,1018.863341,804.4633406,670.4633406,536.4633406,268.4633406
0.537,0,0,1287.295946,1126.195946,1072.495946,1018.795946,803.9959461,669.7459461,535.4959461,266.9959461
0.538,0,0,1287.236893,1125.836893,1072.036893,1018.236893,803.0368926,668.5368926,534.0368926,265.0368926
0.539,0,0,1294.235267,1132.535267,1078.635267,1024.735267,809.1352673,674.3852673,539.6352673,270.1352673
0.54,0,0,1295.187031,1133.187031,1079.187031,1025.187031,809.1870314,674.1870314,539.1870314,269.1870314
0.541,0,0,1297.59309,1135.29309,1081.19309,1027.09309,810.6930897,675.4430897,540.1930897,269.6930897
0.542,0,0,1299.121283,1136.521283,1082.321283,1028.121283,811.3212833,675.8212833,540.3212833,269.3212833
0.543,0,0,1306.435117,1143.535117,1089.235117,1034.935117,817.7351169,681.9851169,546.2351169,274.7351169
0.544,0,0,1306.767461,1143.567461,1089.167461,1034.767461,817.1674608,681.1674608,545.1674608,273.1674608
0.545,0,0,1309.415728,1145.915728,1091.415728,1036.915728,818.9157282,682.6657282,546.4157282,273.9157282
0.546,0,0,1310.593774,1146.793774,1092.193774,1037.593774,819.1937744,682.6937744,546.1937744,273.1937744
0.547,0,0,1313.462789,1149.362789,1094.662789,1039.962789,821.1627891,684.4127891,547.6627891,274.1627891
0.548,0,0,1315.924392,1151.524392,1096.724392,1041.924392,822.7243918,685.7243918,548.7243918,274.7243918
0.549,0,0,1317.010374,1152.310374,1097.410374,1042.510374,822.9103738,685.6603738,548.4103738,273.9103738
0.55,0,0,1321.224774,1156.224774,1101.224774,1046.224774,826.2247739,688.7247739,551.2247739,276.2247739
0.551,0,0,1322.17284,1156.87284,1101.77284,1046.67284,826.2728403,688.5228403,550.7728403,275.2728403
0.552,0,0,1322.204146,1156.604146,1101.404146,1046.204146,825.4041459,687.4041459,549.4041459,273.4041459
0.553,0,0,1326.304529,1160.404529,1105.104529,1049.804529,828.604529,690.354529,552.104529,275.604529
0.554,0,0,1330.577025,1164.377025,1108.977025,1053.577025,831.9770248,693.4770248,554.9770248,277.9770248
0.555,0,0,1332.487122,1165.987122,1110.487122,1054.987122,832.9871216,694.2371216,555.4871216,277.9871216
0.556,0,0,1333.097499,1166.297499,1110.697499,1055.097499,832.6974994,693.6974994,554.6974994,276.6974994
0.557,0,0,1337.323153,1170.223153,1114.523153,1058.823153,836.0231526,696.7731526,557.5231526,279.0231526
0.558,0,0,1340.510712,1173.110712,1117.310712,1061.510712,838.3107124,698.8107124,559.3107124,280.3107124
0.559,0,0,1341.228651,1173.528651,1117.628651,1061.728651,838.1286509,698.3786509,558.6286509,279.1286509
0.56,0,0,1343.969884,1175.969884,1119.969884,1063.969884,839.969884,699.969884,559.969884,279.969884
0.561,0,0,1345.303624,1177.003624,1120.903624,1064.803624,840.4036242,700.1536242,559.9036242,279.4036242
0.562,0,0,1348.247933,1179.647933,1123.447933,1067.247933,842.4479332,701.9479332,561.4479332,280.4479332
0.563,0,0,1354.197857,1185.297857,1128.997857,1072.697857,847.4978572,706.7478572,565.9978572,284.4978572
0.564,0,0,1353.815866,1184.615866,1128.215866,1071.815866,846.215866,705.215866,564.215866,282.215866
0.565,0,0,1356.608036,1187.108036,1130.608036,1074.108036,848.1080356,706.8580356,565.6080356,283.1080356
0.566,0,0,1360.119734,1190.319734,1133.719734,1077.119734,850.7197337,709.2197337,567.7197337,284.7197337
0.567,0,0,1360.859179,1190.759179,1134.059179,1077.359179,850.5591792,708.8091792,567.0591792,283.5591792
0.568,0,0,1363.191194,1192.791194,1135.991194,1079.191194,851.9911935,709.9911935,567.9911935,283.9911935
0.569,0,0,1365.204343,1194.504343,1137.604343,1080.704343,853.1043434,710.8543434,568.6043434,284.1043434
0.57,0,0,1367.585866,1196.585866,1139.585866,1082.585866,854.5858655,712.0858655,569.5858655,284.5858655
0.571,0,0,1369.740398,1198.440398,1141.340398,1084.240398,855.8403983,713.0903983,570.3403983,284.8403983
0.572,0,0,1373.175504,1201.575504,1144.375504,1087.175504,858.3755045,715.3755045,572.3755045,286.3755045
0.573,0,0,1375.998437,1204.098437,1146.798437,1089.498437,860.2984371,717.0484371,573.7984371,287.2984371
0.574,0,0,1374.676282,1202.476282,1145.076282,1087.676282,858.0762816,714.5762816,571.0762816,284.0762816
0.575,0,0,1380.723904,1208.223904,1150.723904,1093.223904,863.2239043,719.4739043,575.7239043,288.2239043
0.576,0,0,1380.646244,1207.846244,1150.246244,1092.646244,862.2462436,718.2462436,574.2462436,286.2462436
0.577,0,0,1384.082586,1210.982586,1153.282586,1095.582586,864.7825855,720.5325855,576.2825855,287.7825855
0.578,0,0,1387.487269,1214.087269,1156.287269,1098.487269,867.2872692,722.7872692,578.2872692,289.2872692
0.579,0,0,1392.017666,1218.317666,1160.417666,1102.517666,870.9176662,726.1676662,581.4176662,291.9176662
0.58,0,0,1391.148061,1217.148061,1159.148061,1101.148061,869.1480612,724.1480612,579.1480612,289.1480612
0.581,0,0,1395.666022,1221.366022,1163.266022,1105.166022,872.7660217,727.5160217,582.2660217,291.7660217
0.582,0,0,1398.018676,1223.418676,1165.218676,1107.018676,874.2186762,728.7186762,583.2186762,292.2186762
0.583,0,0,1399.413611,1224.513611,1166.213611,1107.913611,874.7136106,728.9636106,583.2136106,291.7136106
0.584,0,0,1400.955763,1225.755763,1167.355763,1108.955763,875.3557635,729.3557635,583.3557635,291.3557635
0.585,0,0,1403.53784,1228.03784,1169.53784,1111.03784,877.0378399,730.7878399,584.5378399,292.0378399
0.586,0,0,1408.215472,1232.415472,1173.815472,1115.215472,880.815472,734.315472,587.815472,294.815472
0.587,0,0,1411.409925,1235.309925,1176.609925,1117.909925,883.1099254,736.3599254,589.6099254,296.1099254
0.588,0,0,1411.98575,1235.58575,1176.78575,1117.98575,882.7857505,735.7857505,588.7857505,294.7857505
0.589,0,0,1410.557123,1233.857123,1174.957123,1116.057123,880.4571227,733.2071227,585.9571227,291.4571227
0.59,0,0,1416.911475,1239.911475,1180.911475,1121.911475,885.9114751,738.4114751,590.9114751,295.9114751
0.591,0,0,1419.695014,1242.395014,1183.295014,1124.195014,887.7950143,740.0450143,592.2950143,296.7950143
0.592,0,0,1422.083354,1244.483354,1185.283354,1126.083354,889.2833543,741.2833543,593.2833543,297.2833543
0.593,0,0,1423.136424,1245.236424,1185.936424,1126.636424,889.4364238,741.1864238,592.9364238,296.4364238
0.594,0,0,1427.312712,1249.112712,1189.712712,1130.312712,892.7127122,744.2127122,595.7127122,298.7127122
0.595,0,0,1428.035434,1249.535434,1190.035434,1130.535434,892.5354337,743.7854337,595.0354337,297.5354337
0.596,0,0,1428.563226,1249.763226,1190.163226,1130.563226,892.1632261,743.1632261,594.1632261,296.1632261
0.597,0,0,1432.848552,1253.748552,1194.048552,1134.348552,895.5485515,746.2985515,597.0485515,298.5485515
0.598,0,0,1433.025032,1253.625032,1193.825032,1134.025032,894.8250323,745.3250323,595.8250323,296.8250323
0.599,0,0,1436.343756,1256.643756,1196.743756,1136.843756,897.2437557,747.4937557,597.7437557,298.2437557
0.6,0,0,1441.360778,1261.360778,1201.360778,1141.360778,901.3607779,751.3607779,601.3607779,301.3607779
0.601,0,0,1442.533537,1262.233537,1202.133537,1142.033537,901.6335371,751.3835371,601.1335371,300.6335371
0.602,0,0,1444.978736,1264.378736,1204.178736,1143.978736,903.1787356,752.6787356,602.1787356,301.1787356
0.603,0,0,1446.615467,1265.715467,1205.415467,1145.115467,903.9154672,753.1654672,602.4154672,300.9154672
0.604,0,0,1447.88035,1266.68035,1206.28035,1145.88035,904.2803499,753.2803499,602.2803499,300.2803499
0.605,0,0,1451.154686,1269.654686,1209.154686,1148.654686,906.6546856,755.4046856,604.1546856,301.6546856
0.606,0,0,1451.680516,1269.880516,1209.280516,1148.680516,906.2805155,754.7805155,603.2805155,300.2805155
0.607,0,0,1457.761868,1275.661868,1214.961868,1154.261868,911.4618685,759.7118685,607.9618685,304.4618685
0.608,0,0,1457.675354,1275.275354,1214.475354,1153.675354,910.4753544,758.4753544,606.4753544,302.4753544
0.609,0,0,1463.905627,1281.205627,1220.305627,1159.405627,915.8056267,763.5556267,611.3056267,306.8056267
0.61,0,0,1465.334521,1282.334521,1221.334521,1160.334521,916.3345215,763.8345215,611.3345215,306.3345215
0.611,0,0,1466.522757,1283.222757,1222.122757,1161.022757,916.622757,763.872757,611.122757,305.622757
0.612,0,0,1467.991198,1284.391198,1223.191198,1161.991198,917.1911981,764.1911981,611.1911981,305.1911981
0.613,0,0,1472.619163,1288.719163,1227.419163,1166.119163,920.9191627,767.6691627,614.4191627,307.9191627
0.614,0,0,1475.876367,1291.676367,1230.276367,1168.876367,923.2763666,769.7763666,616.2763666,309.2763666
0.615,0,0,1474.757711,1290.257711,1228.757711,1167.257711,921.2577108,767.5077108,613.7577108,306.2577108
0.616,0,0,1479.865638,1295.065638,1233.465638,1171.865638,925.4656377,771.4656377,617.4656377,309.4656377
0.617,0,0,1481.851463,1296.751463,1235.051463,1173.351463,926.551463,772.301463,618.051463,309.551463
0.618,0,0,1483.355418,1297.955418,1236.155418,1174.355418,927.1554176,772.6554176,618.1554176,309.1554176
0.619,0,0,1485.156027,1299.456027,1237.556027,1175.656027,928.056027,773.306027,618.556027,309.056027
0.62,0,0,1487.838499,1301.838499,1239.838499,1177.838499,929.8384989,774.8384989,619.8384989,309.8384989
0.621,0,0,1490.691097,1304.391097,1242.291097,1180.191097,931.7910972,776.5410972,621.2910972,310.7910972
0.622,0,0,1494.437446,1307.837446,1245.637446,1183.437446,934.6374459,779.1374459,623.6374459,312.6374459
0.623,0,0,1494.666729,1307.766729,1245.466729,1183.166729,933.9667294,778.2167294,622.4667294,310.9667294
0.624,0,0,1498.277211,1311.077211,1248.677211,1186.277211,936.6772107,780.6772107,624.6772107,312.6772107
0.625,0,0,1497.206113,1309.706113,1247.206113,1184.706113,934.7061132,778.4561132,622.2061132,309.7061132
0.626,0,0,1502.388583,1314.588583,1251.988583,1189.388583,938.9885828,782.4885828,625.9885828,312.9885828
0.627,0,0,1504.838147,1316.738147,1254.038147,1191.338147,940.5381475,783.7881475,627.0381475,313.5381475
0.628,0,0,1507.791876,1319.391876,1256.591876,1193.791876,942.5918758,785.5918758,628.5918758,314.5918758
0.629,0,0,1510.148043,1321.448043,1258.548043,1195.648043,944.0480427,786.7980427,629.5480427,315.0480427
0.63,0,0,1510.602175,1321.602175,1258.602175,1195.602175,943.6021755,786.1021755,628.6021755,313.6021755
0.631,0,0,1512.775798,1323.475798,1260.375798,1197.275798,944.8757981,787.1257981,629.3757981,313.8757981
0.632,0,0,1517.819643,1328.219643,1265.019643,1201.819643,949.0196426,791.0196426,633.0196426,317.0196426
0.633,0,0,1520.606199,1330.706199,1267.406199,1204.106199,950.9061993,792.6561993,634.4061993,317.9061993
0.634,0,0,1521.267158,1331.067158,1267.667158,1204.267158,950.6671582,792.1671582,633.6671582,316.6671582
0.635,0,0,1523.57424,1333.07424,1269.57424,1206.07424,952.0742403,793.3242403,634.5742403,317.0742403
0.636,0,0,1529.635868,1338.835868,1275.235868,1211.635868,957.2358682,798.2358682,639.2358682,321.2358682
0.637,0,0,1528.071469,1336.971469,1273.271469,1209.571469,954.7714687,795.5214687,636.2714687,317.7714687
0.638,0,0,1531.894045,1340.494045,1276.694045,1212.894045,957.6940452,798.1940452,638.6940452,319.6940452
0.639,0,0,1533.98687,1342.28687,1278.38687,1214.48687,958.8868698,799.1368698,639.3868698,319.8868698
0.64,0,0,1533.335581,1341.335581,1277.335581,1213.335581,957.3355806,797.3355806,637.3355806,317.3355806
0.641,0,0,1538.735314,1346.435314,1282.335314,1218.235314,961.835314,801.585314,641.335314,320.835314
0.642,0,0,1542.484682,1349.884682,1285.684682,1221.484682,964.6846817,804.1846817,643.6846817,322.6846817
0.643,0,0,1542.23433,1349.33433,1285.03433,1220.73433,963.5343305,802.7843305,642.0343305,320.5343305
0.644,0,0,1547.726726,1354.526726,1290.126726,1225.726726,968.1267259,807.1267259,646.1267259,324.1267259
0.645,0,0,1546.20507,1352.70507,1288.20507,1223.70507,965.7050698,804.4550698,643.2050698,320.7050698
0.646,0,0,1550.365219,1356.565219,1291.965219,1227.365219,968.9652191,807.4652191,645.9652191,322.9652191
0.647,0,0,1551.683455,1357.583455,1292.883455,1228.183455,969.3834552,807.6334552,645.8834552,322.3834552
0.648,0,0,1555.004245,1360.604245,1295.804245,1231.004245,971.8042445,809.8042445,647.8042445,323.8042445
0.649,0,0,1557.333611,1362.633611,1297.733611,1232.833611,973.2336113,810.9836113,648.7336113,324.2336113
0.65,0,0,1559.362164,1364.362164,1299.362164,1234.362164,974.3621645,811.8621645,649.3621645,324.3621645
0.651,0,0,1562.43134,1367.13134,1302.03134,1236.93134,976.5313402,813.7813402,651.0313402,325.5313402
0.652,0,0,1565.906535,1370.306535,1305.106535,1239.906535,979.1065351,816.1065351,653.1065351,327.1065351
0.653,0,0,1565.887773,1369.987773,1304.687773,1239.387773,978.1877726,814.9377726,651.6877726,325.1877726
0.654,0,0,1569.402108,1373.202108,1307.802108,1242.402108,980.8021076,817.3021076,653.8021076,326.8021076
0.655,0,0,1571.880227,1375.380227,1309.880227,1244.380227,982.3802266,818.6302266,654.8802266,327.3802266
0.656,0,0,1575.700919,1378.900919,1313.300919,1247.700919,985.300919,821.300919,657.300919,329.300919
0.657,0,0,1578.986317,1381.886317,1316.186317,1250.486317,987.6863172,823.4363172,659.1863172,330.6863172
0.658,0,0,1580.202343,1382.802343,1317.002343,1251.202343,988.0023431,823.5023431,659.0023431,330.0023431
0.659,0,0,1581.742702,1384.042702,1318.142702,1252.242702,988.6427019,823.8927019,659.1427019,329.6427019
0.66,0,0,1581.934092,1383.934092,1317.934092,1251.934092,987.934092,822.934092,657.934092,327.934092
0.661,0,0,1586.285685,1387.985685,1321.885685,1255.785685,991.3856846,826.1356846,660.8856846,330.3856846
0.662,0,0,1589.476449,1390.876449,1324.676449,1258.476449,993.6764489,828.1764489,662.6764489,331.6764489
0.663,0,0,1591.76315,1392.86315,1326.56315,1260.26315,995.0631501,829.3131501,663.5631501,332.0631501
0.664,0,0,1595.268249,1396.068249,1329.668249,1263.268249,997.668249,831.668249,665.668249,333.668249
0.665,0,0,1597.439542,1397.939542,1331.439542,1264.939542,998.9395417,832.6895417,666.4395417,333.9395417
0.666,0,0,1598.655653,1398.855653,1332.255653,1265.655653,999.2556533,832.7556533,666.2556533,333.2556533
0.667,0,0,1599.83895,1399.73895,1333.03895,1266.33895,999.5389496,832.7889496,666.0389496,332.5389496
0.668,0,0,1606.315241,1405.915241,1339.115241,1272.315241,1005.115241,838.115241,671.115241,337.115241
0.669,0,0,1604.326714,1403.626714,1336.726714,1269.826714,1002.226714,834.9767141,667.7267141,333.2267141
0.67,0,0,1607.956914,1406.956914,1339.956914,1272.956914,1004.956914,837.4569144,669.9569144,334.9569144
0.671,0,0,1609.399738,1408.099738,1340.999738,1273.899738,1005.499738,837.7497381,669.9997381,334.4997381
0.672,0,0,1613.808002,1412.208002,1345.008002,1277.808002,1009.008002,841.0080018,673.0080018,337.0080018
0.673,0,0,1613.722315,1411.822315,1344.522315,1277.222315,1008.022315,839.7723155,671.5223155,335.0223155
0.674,0,0,1615.869637,1413.669637,1346.269637,1278.869637,1009.269637,840.769637,672.269637,335.269637
0.675,0,0,1618.558469,1416.058469,1348.558469,1281.058469,1011.058469,842.3084685,673.5584685,336.0584685
0.676,0,0,1622.497582,1419.697582,1352.097582,1284.497582,1014.097582,845.0975821,676.0975821,338.0975821
0.677,0,0,1627.516169,1424.416169,1356.716169,1289.016169,1018.216169,848.9661686,679.7161686,341.2161686
0.678,0,0,1626.611044,1423.211044,1355.411044,1287.611044,1016.411044,846.9110435,677.4110435,338.4110435
0.679,0,0,1631.350457,1427.650457,1359.750457,1291.850457,1020.250457,850.500457,680.750457,341.250457
0.68,0,0,1631.41678,1427.41678,1359.41678,1291.41678,1019.41678,849.4167802,679.4167802,339.4167802
0.681,0,0,1632.663602,1428.363602,1360.263602,1292.163602,1019.763602,849.5136017,679.2636017,338.7636017
0.682,0,0,1639.227077,1434.627077,1366.427077,1298.227077,1025.427077,854.9270774,684.4270774,343.4270774
0.683,0,0,1639.628893,1434.728893,1366.428893,1298.128893,1024.928893,854.1788927,683.4288927,341.9288927
0.684,0,0,1639.598422,1434.398422,1365.998422,1297.598422,1023.998422,852.9984221,681.9984221,339.9984221
0.685,0,0,1645.60047,1440.10047,1371.60047,1303.10047,1029.10047,857.8504703,686.6004703,344.1004703
0.686,0,0,1646.309053,1440.509053,1371.909053,1303.309053,1028.909053,857.4090532,685.9090532,342.9090532
0.687,0,0,1649.565425,1443.465425,1374.765425,1306.065425,1031.265425,859.5154248,687.7654248,344.2654248
0.688,0,0,1648.524994,1442.124994,1373.324994,1304.524994,1029.324994,857.3249939,685.3249939,341.3249939
0.689,0,0,1653.519366,1446.819366,1377.919366,1309.019366,1033.419366,861.169366,688.919366,344.419366
0.69,0,0,1658.222908,1451.222908,1382.222908,1313.222908,1037.222908,864.7229077,692.2229077,347.2229077
0.691,0,0,1658.824105,1451.524105,1382.424105,1313.324105,1036.924105,864.1741049,691.4241049,345.9241049
0.692,0,0,1660.077568,1452.477568,1383.277568,1314.077568,1037.277568,864.2775677,691.2775677,345.2775677
0.693,0,0,1662.498742,1454.598742,1385.298742,1315.998742,1038.798742,865.5487422,692.2987422,345.7987422
0.694,0,0,1665.210337,1457.010337,1387.610337,1318.210337,1040.610337,867.1103367,693.6103367,346.6103367
